Web.ID,Region.of.Incident,Reported.Date,Reported.Year,Reported.Month,Number.Dead,Minimum.Estimated.Number.of.Missing,Total.Dead.and.Missing,Number.of.Survivors,Number.of.Females,Number.of.Males,Number.of.Children,Cause.of.Death,Land.or.Sea,Location.Description,Information.Source,Location.Coordinates,Migration.Route,URL,UNSD.Geographical.Grouping,Source.Quality,Cause.of.Death.Brief,Year.Month,Month.Year
40610,Europe,2015-10-28,2015,Oct,1,0,1,,1,,,Cardiac arrest,land,Unspecified location at the Austrian-German border,Action Group for Palestinians of Syria,"48.256865300000, 12.951881400000",Western Europe,http://www.actionpal.org.uk/en/,Western Europe,4,Exposure/Dehydration,2015-10,10/15
30943,Europe,2017-05-02,2017,May,1,0,1,,,1,,Electrocution,land,"Eurostar train, Gare du Nord, Paris, France",The Independent,"48.880948100000, 2.353125000000",Western Europe,http://ind.pn/2oUN43C,Western Europe,1,Transportation accident,2017-05,05/17
42949,Europe,2016-03-11,2016,Mar,1,0,1,,,1,1,Fall from train,land,train tracks near German-Austrian border,Reuters,"48.457552000000, 13.432637000000",Western Europe,http://reut.rs/1RUFHye,Western Europe,1,Transportation accident,2016-03,03/16
42446,Europe,2016-12-03,2016,Dec,2,0,2,1,1,1,,Fall from train,land,"Train station in Woergl, Austria",AP,"47.489249500000, 12.047001700000",Western Europe,http://apne.ws/2grWpYL,Western Europe,1,Transportation accident,2016-12,12/16
51830,Europe,2019-07-06,2019,Jul,1,0,1,7,,1,,Fell from truck,land,"A29 motorway, near the Hellegatsplein junction, The Netherlands","Calais Migrant Solidarity, NOS, Hart van Nederland","51.708842167962, 4.396572521430",Western Europe,"http://bit.ly/2XPgn8K, http://bit.ly/2xL1CoR, http://bit.ly/2KaXMMD",Western Europe,4,Transportation accident,2019-07,07/19
43859,Europe,2017-10-08,2017,Oct,1,0,1,2,,,,Hit by train,land,"Outside Gemünden am Main, Bavaria, Germany",Suddeutsche Zeitung,"50.050562769818, 9.699000771906",Western Europe,http://bit.ly/2ybuhoN,Western Europe,1,"Foot migration, accidental",2017-10,10/17
45857,Europe,2018-08-18,2018,Aug,1,0,1,,,1,,Hit by vehicle,land,"Road between Gistelsteenweg and Kerkeweg, Snellegem, Jabbeke, Belgium","De Standaard, Sudinfo.be, 7sur7","51.178462900000, 3.123883400000",Western Europe,"https://bit.ly/2we8rxY, https://bit.ly/2Bpxp3h, https://bit.ly/2PnmYju",Western Europe,3,"Foot migration, accidental",2018-08,08/18
45912,Europe,2018-09-09,2018,Sep,1,0,1,,,,,Hit by vehicle,land,"E40 highway, near Middelkerke, Belgium","RTL, Nieuwsblad","51.142912111817, 2.866106903516",Western Europe,"https://bit.ly/2Ml049L, https://bit.ly/2Nx0Uow",Western Europe,3,"Foot migration, accidental",2018-09,09/18
44809,Europe,2018-05-17,2018,May,1,0,1,,1,,1,Shot,land,"E42 highway near Maisierès, Mons, Belgium","BBC, rtbf.be, Europe1","50.488407374992, 3.976906142944",Western Europe,"https://bbc.in/2x8goIq, https://bit.ly/2IunB6Y, https://bit.ly/2LcnVJy",Western Europe,3,Violence,2018-05,05/18
45926,Europe,2018-09-12,2018,Sep,1,0,1,,,1,,Stabbed,land,"E40 highway, near Wetteren, Belgium","L'avenir, DH.be","50.966811406705, 3.850359244678",Western Europe,"https://bit.ly/2MDwhcF, https://bit.ly/2D3HYK6",Western Europe,3,Violence,2018-09,09/18
40846,Europe,2015-08-27,2015,Aug,71,0,71,,8,59,4,Suffocation,land,"On A4 motorway, just outside of Vienna, Austria","Europol, Al Jazeera","48.208174300000, 16.373818900000",Western Europe,"http://bit.ly/2iXwXwV, http://bit.ly/1JpIrzK",Western Europe,3,Suffocation,2015-08,08/15
31029,Europe,2017-06-08,2017,Jun,1,0,1,,,1,,Train Accident,land,"Near Tattenhausen, Germany",Abend Zeitung,"47.922854700000, 12.070264600000",Western Europe,"http://bit.ly/2rSFhBC, http://bit.ly/2t0Fa6v",Western Europe,3,Transportation accident,2017-06,06/17
43982,Europe,2017-10-16,2017,Oct,1,0,1,,,1,,Vehicle Accident,land,"N-II motorway, near La Jonquera, Girona, Spain, at the border with France",Diari de Girona,"42.418132400000, 2.873921900000",Western Europe,"http://bit.ly/2zSM4lu, http://bit.ly/2iy4yh5",Southern Europe,3,Transportation accident,2017-10,10/17
44365,Europe,2018-01-29,2018,Jan,1,0,1,,,1,,Vehicle Accident,land,"E40 motorway, near Jabbeke, Belgium","Franceinfo, Sudinfo, 7sur7","51.193207888915, 3.081177320532",Western Europe,"http://bit.ly/2DRvsx2, http://bit.ly/2nlBSdI, http://bit.ly/2BDOotr",Western Europe,3,Transportation accident,2018-01,01/18
44906,Europe,2018-06-19,2018,Jun,1,0,1,,,1,,"Vehicle Accident, Crushed by bus",land,"Bus in Berchem-Sainte-Agathe, Brussels, Belgium","RTL, RTBF","50.865782100000, 4.292597500000",Western Europe,"https://bit.ly/2JRQ5fE, https://bit.ly/2I9qUj0",Western Europe,3,Transportation accident,2018-06,06/18
44624,Mediterranean,2018-02-26,2018,Feb,1,0,1,,,1,,Cardiac arrest,land,"Tarifa, Cádiz, Spain","Europa Press, Junta de Andalucía Centro de Emergencias","36.008245901966, -5.603763054492",Western Mediterranean,"http://bit.ly/2F10oYt, http://bit.ly/2GNhR6Z",Uncategorized,3,Exposure/Dehydration,2018-02,02/18
44760,Mediterranean,2018-04-13,2018,Apr,1,0,1,,,1,,Cardiac arrest,land,"Body found near border fence in Anyera, Ceuta, Spain","El Faro de Ceuta, APDHA, Ceuta TV","35.898558136159, -5.374453460327",Western Mediterranean,"http://bit.ly/2F10oYt, http://bit.ly/2GNhR6Z",Uncategorized,3,Exposure/Dehydration,2018-04,04/18
44761,Mediterranean,2018-04-14,2018,Apr,1,0,1,,,1,,Cardiac arrest,land,"Body found near border fence in Anyera, Ceuta, Spain","El Faro de Ceuta, APDHA, Ceuta TV","35.898592900000, -5.373166000000",Western Mediterranean,"https://bit.ly/2HGGCDO, https://bit.ly/2qwQEPA, https://bit.ly/2qCHRwn",Uncategorized,3,Exposure/Dehydration,2018-04,04/18
46024,Mediterranean,2018-10-21,2018,Oct,2,0,2,,,2,,Cardiac arrest,land,"Border fence Spain-Morocco border, near Pinos de Rostgordo, Melilla, Spain","Government of Spain, Caminando Fronteras, Association Marocaine des Droits Humains - Section Nador","35.317074762986, -2.958625089834",Western Mediterranean,"https://bit.ly/2CvmWlM, https://bit.ly/2NRgwiP, https://bit.ly/2CysJqN, https://www.facebook.com/AmdhNador/posts/2203970873148509",Uncategorized,5,Exposure/Dehydration,2018-10,10/18
51984,Mediterranean,2019-09-01,2019,Sep,1,0,1,,,1,1,Cardiac arrest,land,"Port of Ceuta, Spain",El Faro de Ceuta,"35.893350500000, -5.320966600000",Western Mediterranean,"http://bit.ly/2knjgvs, http://bit.ly/2lo2Kvs",Uncategorized,3,Exposure/Dehydration,2019-09,09/19
39396,Mediterranean,2014-10-12,2014,Oct,2,6,8,0,,1,,Drowning,sea,Strait between Morocco and Spain,AFP,"35.985800000000, -5.396350000000",Western Mediterranean,http://bit.ly/1vClhQj,Uncategorized,1,Drowning,2014-10,10/14
39402,Mediterranean,2014-12-31,2014,Dec,0,23,23,28,,,,Drowning,sea,"20 miles (32 kilometers) off Cabo de Gata cape, Spain",Press TV,"36.399200000000, -2.384030000000",Western Mediterranean,http://bit.ly/12VUMvt,Uncategorized,1,Drowning,2014-12,12/14
39445,Mediterranean,2014-12-31,2014,Dec,9,0,9,21,,,3,Drowning,sea,"off the coast of Tangier, Strait of Gibraltar",Reuters,"35.846800000000, -5.803530000000",Western Mediterranean,http://yhoo.it/1AqncZM,Uncategorized,1,Drowning,2014-12,12/14
40309,Mediterranean,2015-01-04,2015,Jan,5,0,5,16,,,,Drowning,sea,"80 km north of the Argelia Coast, Spain",El Periodico,"35.908983000000, -1.592287000000",Western Mediterranean,http://bit.ly/20GoXzL,Uncategorized,1,Drowning,2015-01,01/15
40314,Mediterranean,2015-01-30,2015,Jan,8,2,10,10,,,,Drowning,sea,"Melilla,Spain (near town of Nador)",AP,"35.286196000000, -2.958992800000",Western Mediterranean,http://dailym.ai/2ceW3TH,Uncategorized,1,Drowning,2015-01,01/15
40541,Mediterranean,2015-06-20,2015,Jun,0,22,22,,,,,Drowning,sea,"Boat left from the coast of Al Hoceima, Morocco. Search called off after 2 days with no sign",Asociación Pro Derechos Humanos de Andalucía,"35.352515000000, -3.976368000000",Western Mediterranean,http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf,Uncategorized,3,Drowning,2015-06,06/15
40372,Mediterranean,2015-08-02,2015,Aug,4,0,4,,,4,,Drowning,sea,Near Ceuta,AFP,"35.927200000000, -5.325470000000",Western Mediterranean,http://yhoo.it/1M2JMOU,Uncategorized,1,Drowning,2015-08,08/15
40386,Mediterranean,2015-08-25,2015,Aug,2,0,2,,,2,,Drowning,sea,"30 miles from Mortril, Granada, Spain",Andulucia Information,"36.632829000000, -3.532317000000",Western Mediterranean,http://bit.ly/2cB3NE3,Uncategorized,1,Drowning,2015-08,08/15
40389,Mediterranean,2015-08-31,2015,Aug,1,0,1,12,,1,,Drowning,sea,"Rocks near Santa Catalina, Ceuta, Spain",Asociación Pro Derechos Humanos de Andalucía,"35.888951500000, -5.353555600000",Western Mediterranean,http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf,Uncategorized,3,Drowning,2015-08,08/15
40399,Mediterranean,2015-09-06,2015,Sep,1,1,2,,,2,,Drowning,sea,Strait of Gibraltar,Globedia,"36.034211958709, -5.392037148438",Western Mediterranean,http://bit.ly/1L1z4sh,Uncategorized,1,Drowning,2015-09,09/15
40418,Mediterranean,2015-10-09,2015,Oct,2,0,2,,,2,,Drowning,sea,waters near Spanish-Moroccan border,StateWatch.org,"36.438961955042, -6.429884062500",Western Mediterranean,http://bit.ly/1VWfe8J,Uncategorized,4,Drowning,2015-10,10/15
40423,Mediterranean,2015-10-13,2015,Oct,1,1,2,,,1,,Drowning,sea,"Off the coast of Melilla, Spain",Asociación Pro Derechos Humanos de Andalucía,"35.296428600000, -2.942810000000",Western Mediterranean,http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf,Uncategorized,3,Drowning,2015-10,10/15
40431,Mediterranean,2015-10-19,2015,Oct,1,1,2,,,2,,Drowning,sea,Ceuta,"Desalambre, El Faro","35.889400000000, -5.321350000000",Western Mediterranean,"http://bit.ly/1WffnUN, http://bit.ly/28IFxhx, http://bit.ly/2kDfOsD",Uncategorized,3,Drowning,2015-10,10/15
40443,Mediterranean,2015-10-26,2015,Oct,1,0,1,,,1,,Drowning,sea,"trying to reach Ceuta, Spain",AFP,"35.895384600000, -5.334817200000",Western Mediterranean,http://bit.ly/1Wdozcc,Uncategorized,1,Drowning,2015-10,10/15
40457,Mediterranean,2015-10-29,2015,Oct,7,32,39,15,,4,,Drowning,sea,"north of Al Hoceima, Morocco","Reuters Espana, La Vanguardia","35.244558900000, -3.931746800000",Western Mediterranean,"http://reut.rs/1P1aBpP, http://bit.ly/28IfW7F",Uncategorized,3,Drowning,2015-10,10/15
40461,Mediterranean,2015-10-31,2015,Oct,4,0,4,,,,,Drowning,sea,between Al Hoceima and Malaga,AFP,"35.991336000000, -5.916205000000",Western Mediterranean,http://bit.ly/1YpEBLU,Uncategorized,1,Drowning,2015-10,10/15
40481,Mediterranean,2015-11-20,2015,Nov,1,0,1,,1,,,Drowning,sea,"26 miles off the coast of Motril, Granada, Spain",El Diario,"36.594168000000, -3.532006000000",Western Mediterranean,http://bit.ly/1TWaXkV,Uncategorized,1,Drowning,2015-11,11/15
42427,Mediterranean,2016-01-02,2016,Jan,1,0,1,,,1,,Drowning,sea,"Body found on Benzú beach, near the Morocco-Spain border",El Mundo,"35.944171900000, -5.696373200000",Western Mediterranean,http://bit.ly/1W83zj4,Uncategorized,1,Drowning,2016-01,01/16
42430,Mediterranean,2016-01-04,2016,Jan,3,0,3,,,3,,Drowning,sea,"Morocco-Spain border, between the towns of Beliones and Benzú","Yabiladi, Público","37.002953500000, -1.427928600000",Western Mediterranean,"http://bit.ly/1Yvkca7, http://bit.ly/2rwP160",Uncategorized,3,Drowning,2016-01,01/16
42459,Mediterranean,2016-01-08,2016,Jan,1,0,1,,,1,1,Drowning,sea,"Port of Melilla, near a boat that was travelling to Almeria, Spain",Asociación Pro Derechos Humanos de Andalucía,"35.285061300000, -2.933977000000",Western Mediterranean,http://bit.ly/1ORw1Xk,Uncategorized,3,Drowning,2016-01,01/16
42635,Mediterranean,2016-02-05,2016,Feb,1,0,1,,,1,,Drowning,sea,"Punta de Tarifa, Spain",Asociación Pro Derechos Humanos de Andalucía,"36.003431800000, -5.617350900000",Western Mediterranean,http://bit.ly/2aPlDBP,Uncategorized,3,Drowning,2016-02,02/16
42655,Mediterranean,2016-03-12,2016,Mar,1,0,1,,,,1,Drowning,sea,"Harbor of Melilla, Spain",Asociacion Pro Derechos Humanos de Andalucia,"35.286270300000, -2.950878100000",Western Mediterranean,http://bit.ly/2bcfj7V,Uncategorized,3,Drowning,2016-03,03/16
42830,Mediterranean,2016-04-16,2016,Apr,0,6,6,,,,,Drowning,sea,"Off the coast of Motril, Almería, Spain",Asociacion Pro Derechos Humanos de Andalucia,"36.748932200000, -3.527553200000",Western Mediterranean,http://bit.ly/2mSq18J,Uncategorized,3,Drowning,2016-04,04/16
43036,Mediterranean,2016-04-23,2016,Apr,0,3,3,1,,,,Drowning,sea,"Off the coast of Cabo de Gata, Almería, Spain",Asociacion Pro Derechos Humanos de Andalucia,"36.727190900000, -2.165284500000",Western Mediterranean,"",Uncategorized,3,Drowning,2016-04,04/16
43037,Mediterranean,2016-05-05,2016,May,1,0,1,,,,1,Drowning,sea,"Harbor of Melilla, Spain",Asociacion Pro Derechos Humanos de Andalucia,"35.286270300000, -2.950878100000",Western Mediterranean,"",Uncategorized,3,Drowning,2016-05,05/16
42831,Mediterranean,2016-05-12,2016,May,1,0,1,,,1,,Drowning,sea,"Port of Ceuta, Spain","Asociación Pro Derechos Humanos de Andalucía, Yabiladi","35.895384600000, -5.334817200000",Western Mediterranean,"http://bit.ly/2mSq18J, http://bit.ly/1TtXVFT",Uncategorized,3,Drowning,2016-05,05/16
42623,Mediterranean,2016-07-22,2016,Jul,3,7,10,4,,,,Drowning,sea,"Off the coast of Fnideq, Morocco",Asociación Pro Derechos Humanos de Andalucía,"35.845001500000, -5.353364800000",Western Mediterranean,http://bit.ly/2akLCMu,Uncategorized,3,Drowning,2016-07,07/16
42680,Mediterranean,2016-08-23,2016,Aug,0,7,7,,,7,,Drowning,sea,"Unspecifed location between Morocco and Tarifa, Spain",Olive Press,"35.932805800000, -5.646866100000",Western Mediterranean,http://bit.ly/2c7ONdw,Uncategorized,1,Drowning,2016-08,08/16
42682,Mediterranean,2016-08-26,2016,Aug,1,0,1,,,1,,Drowning,sea,"Body found on beach in La Mamola, Granada, Spain",Europa Press,"36.745269700000, -3.281736600000",Western Mediterranean,http://bit.ly/2cDir8b,Uncategorized,1,Drowning,2016-08,08/16
42771,Mediterranean,2016-11-25,2016,Nov,1,0,1,,,1,,Drowning,sea,"Almadraba, Off the coast of Ceuta, Spain",EFE,"35.891802400000, -5.333986200000",Western Mediterranean,http://bit.ly/2gHNL9k,Uncategorized,1,Drowning,2016-11,11/16
42800,Mediterranean,2016-12-07,2016,Dec,7,0,7,38,,,,Drowning,sea,"Cala Bonita, Off the coast of Al-Hoceima, Morocco","UNHCR, EFE","35.252860800000, -3.957889200000",Western Mediterranean,"http://bit.ly/2iHRKGc, http://bit.ly/2iOURt8, http://bit.ly/2ijw9j4",Uncategorized,4,Drowning,2016-12,12/16
30665,Mediterranean,2017-01-04,2017,Jan,3,0,3,45,1,,1,Drowning,sea,"Off the coast of Nador, Morocco",Xinhua,"35.176142300000, -2.924073300000",Western Mediterranean,"http://on.china.cn/2if21q3, http://bit.ly/2iHkz51, http://bit.ly/2j4IdKn",Uncategorized,3,Drowning,2017-01,01/17
30697,Mediterranean,2017-01-14,2017,Jan,8,7,15,4,1,6,1,Drowning,sea,"Bodies found on the coast of Algeciras and Tarifa, Spain","UNHCR (Spanish Civil Guard), El Confidencial","35.999138366460, -5.610585736524",Western Mediterranean,"http://bit.ly/2jg0UHY, http://bit.ly/2iCKs5G, http://bit.ly/2ix1DY0",Uncategorized,4,Drowning,2017-01,01/17
30696,Mediterranean,2017-01-14,2017,Jan,0,3,3,,1,2,,Drowning,sea,"Off Nador, Morocco",IOM Morocco,"35.176142300000, -2.924073300000",Western Mediterranean,"",Uncategorized,4,Drowning,2017-01,01/17
30763,Mediterranean,2017-01-30,2017,Jan,0,3,3,11,,,,Drowning,sea,"Gibraltar Strait, 16 miles away from Cabo de Gata, Spain",El mundo,"36.746431600000, -2.172064600000",Western Mediterranean,http://bit.ly/2lOBodV,Uncategorized,1,Drowning,2017-01,01/17
30796,Mediterranean,2017-02-12,2017,Feb,0,2,2,3,,,,Drowning,sea,"Gibraltar Strait, near Tarifa, Spain","Andalucía Informacion, Europa Sur","35.974691964994, -5.615392255078",Western Mediterranean,"http://bit.ly/2kFGuYF, http://bit.ly/2kseTcC",Uncategorized,3,Drowning,2017-02,02/17
30808,Mediterranean,2017-02-15,2017,Feb,0,9,9,2,,,,Drowning,sea,"Gibraltar Strait, near Tangier, Morroco",Salvamento Maritimo via Twitter and Entre Fronteras,"35.854571821186, -5.797675591797",Western Mediterranean,"http://bit.ly/2laD29F, http://bit.ly/2kBejcG",Uncategorized,5,Drowning,2017-02,02/17
30836,Mediterranean,2017-02-23,2017,Feb,1,0,1,,,1,,Drowning,sea,"Port of Ceuta, Spain",EFE,"35.893784113931, -5.310254017664",Western Mediterranean,http://bit.ly/2muWe27,Uncategorized,1,Drowning,2017-02,02/17
30841,Mediterranean,2017-02-26,2017,Feb,1,0,1,,,,,Drowning,sea,"Body recovered near Cadiz, Spain",Informador,"36.486584900000, -6.303310700000",Western Mediterranean,http://bit.ly/2mzmZTb,Uncategorized,1,Drowning,2017-02,02/17
30847,Mediterranean,2017-03-01,2017,Mar,1,0,1,,,1,,Drowning,sea,"Punta Carnero, near Algeciras, Spain",Europa Sur,"36.075576792542, -5.413881649121",Western Mediterranean,http://bit.ly/2ms8OSW,Uncategorized,1,Drowning,2017-03,03/17
30848,Mediterranean,2017-03-02,2017,Mar,1,0,1,,,1,,Drowning,sea,"Near Punta Camarinal, Tarifa, Spain",Salvamento Maritimo via Twitter and La Voz Libre,"36.051743056922, -5.803197855078",Western Mediterranean,"http://bit.ly/18ibczY, http://bit.ly/2m2sjQQ",Uncategorized,5,Drowning,2017-03,03/17
30849,Mediterranean,2017-03-03,2017,Mar,1,0,1,,,1,,Drowning,sea,"Body retrieved in Playa Camposoto, San Fernando, Cádiz","Asociación Pro Derechos Humanos de Andalucía, La Voz de Cádiz","36.418759500000, -6.242722000000",Western Mediterranean,"http://bit.ly/2rPJUjv, http://bit.ly/2tMG5YK",Uncategorized,3,Drowning,2017-03,03/17
35431,Mediterranean,2017-04-14,2017,Apr,1,0,1,,,1,,Drowning,sea,"Body found in the coast of Benzú, Ceuta, Spain, near the border with Belyounech, Morocco",Asociación Pro Derechos Humanos de Andalucía,"35.913489558500, -5.380811969897",Western Mediterranean,http://bit.ly/2tFF4lx,Uncategorized,3,Drowning,2017-04,04/17
30970,Mediterranean,2017-05-15,2017,May,0,1,1,6,,,,Drowning,sea,"Gibraltar Strait, off the coast of Tangiers, Morocco",Salvamento Marítimo and NGO Caminando Fronteras via Twitter / Cadena SER,"35.846343790000, -5.776402957000",Western Mediterranean,"http://bit.ly/2qmExWm, http://bit.ly/2qLSr5K, http://bit.ly/2qqDJOO",Uncategorized,4,Drowning,2017-05,05/17
30979,Mediterranean,2017-05-19,2017,May,0,1,1,24,,,,Drowning,sea,"Off the coast of Aguadú, Melilla, Spain",Europa Press,"35.314206700000, -2.947116700000",Western Mediterranean,"http://bit.ly/2raBTku, http://bit.ly/2ri084w",Uncategorized,3,Drowning,2017-05,05/17
31030,Mediterranean,2017-06-09,2017,Jun,1,0,1,,,1,1,Drowning,sea,"Isleta del Moro, Cabo de Gata, Almería, Spain",Europa Press,"36.746391700000, -2.171041200000",Western Mediterranean,http://bit.ly/2ssDki9,Uncategorized,1,Drowning,2017-06,06/17
31031,Mediterranean,2017-06-09,2017,Jun,1,0,1,,,1,,Drowning,sea,"Near Playa de los Muertos, Cabo de Gata, Almería, Spain","Salvamento Marítimo, Europa Press","36.953579900000, -1.902940500000",Western Mediterranean,"http://bit.ly/2ssDki9, http://bit.ly/2sjzSqs",Uncategorized,5,Drowning,2017-06,06/17
35432,Mediterranean,2017-06-12,2017,Jun,2,0,2,,,2,,Drowning,sea,"Bodies found off the coast of Aguadú, Melilla, Spain",Asociación Pro Derechos Humanos de Andalucía,"35.314206700000, -2.944928000000",Western Mediterranean,http://bit.ly/2v2hjI1,Uncategorized,3,Drowning,2017-06,06/17
31077,Mediterranean,2017-06-20,2017,Jun,1,0,1,,,1,,Drowning,sea,"Body retrieved in Playa Castillejos, Morocco, near the border with Ceuta, Spain",Africapress Photonews,"35.825513600000, -5.724505600000",Western Mediterranean,http://bit.ly/2sTc50K,Uncategorized,1,Drowning,2017-06,06/17
31121,Mediterranean,2017-07-04,2017,Jul,0,49,49,3,,,,Drowning,sea,"28 miles southwest of Isla de Alborán, between Morocco and Spain",Salvamento Marítimo,"35.939433300000, -3.038769000000",Western Mediterranean,"http://bit.ly/2tFgF2L, http://bit.ly/2sGcLaj, http://bit.ly/2ssFtY1",Uncategorized,5,Drowning,2017-07,07/17
31132,Mediterranean,2017-07-11,2017,Jul,3,0,3,48,,,,Drowning,sea,"Off the coast of Al-Hoceima, Morocco",NGO Caminando Fronteras via eldiario.es,"35.287304600000, -3.870843300000",Western Mediterranean,"http://bit.ly/2u9KeJK, http://bit.ly/2t0yxWf",Uncategorized,4,Drowning,2017-07,07/17
30654,Mediterranean,2017-07-12,2017,Jul,1,0,1,,,1,,Drowning,sea,"33 miles southeast of Málaga, Spain",Salvamento Marítimo,"36.632456427923, -4.450250544922",Western Mediterranean,"http://bit.ly/2thE5qx, http://bit.ly/2uUkXRH",Uncategorized,5,Drowning,2017-07,07/17
30160,Mediterranean,2017-07-15,2017,Jul,1,0,1,,,1,,Drowning,sea,"Playa de Calahonda, Mijas, Málaga, Spain",Diario Sur,"36.567000959142, -4.585614805469",Western Mediterranean,http://bit.ly/2u0rfPt,Uncategorized,3,Drowning,2017-07,07/17
30167,Mediterranean,2017-07-16,2017,Jul,1,0,1,,,1,,Drowning,sea,"Body retrieved near Mojácar, Almería, Spain",20minutos,"37.136264912559, -1.824022242578",Western Mediterranean,"http://bit.ly/2usKoMs, http://bit.ly/2uFtOsK",Uncategorized,3,Drowning,2017-07,07/17
35466,Mediterranean,2017-07-31,2017,Jul,1,0,1,,,1,,Drowning,sea,"10 miles south of Isla de las Palomas, Tarifa, Spain",Diario de Cádiz,"35.981822895107, -5.617152641895",Western Mediterranean,http://bit.ly/2fayXTV,Uncategorized,1,Drowning,2017-07,07/17
35482,Mediterranean,2017-08-09,2017,Aug,1,0,1,11,,1,,Drowning,sea,"Off the coast of Benzú, Ceuta, Spain",El País,"35.917556056940, -5.373688022754",Western Mediterranean,"http://bit.ly/2hMeg1z, https://yhoo.it/2vsMwSE",Uncategorized,3,Drowning,2017-08,08/17
42398,Mediterranean,2017-08-31,2017,Aug,7,0,7,13,7,,,Drowning,sea,"Off the coast of Melilla, Spain",Caminando Fronteras via Contexto,"35.272098761012, -2.887285532422",Western Mediterranean,http://bit.ly/2wwWowY,Uncategorized,4,Drowning,2017-08,08/17
43685,Mediterranean,2017-09-13,2017,Sep,1,6,7,3,,,,Drowning,sea,"41 miles off the coast of Almería, Spain",Salvamento Marítimo,"36.040798831235, -2.618895484766",Western Mediterranean,"http://bit.ly/2y9su0K, http://bit.ly/2x81ssP",Uncategorized,5,Drowning,2017-09,09/17
44603,Mediterranean,2017-10-22,2017,Oct,1,0,1,17,,1,,Drowning,sea,"Off the coast of Melilla, Spain, near Beni Ensar","El Mundo, Cuatro","35.286041628488, -2.901978697656",Western Mediterranean,"http://bit.ly/2yGH6GS,, http://bit.ly/2xgGUeF",Uncategorized,1,Drowning,2017-10,10/17
43984,Mediterranean,2017-11-19,2017,Nov,3,1,4,,,3,1,Drowning,sea,"Santa Catalina, Ceuta, Spain","El Faro de Ceuta, Caminando Fronteras","35.904917419285, -5.291584069312",Western Mediterranean,"http://bit.ly/2AY0ddX, http://bit.ly/2jby8bE, http://bit.ly/2j994Ca, http://bit.ly/2AipgJK, http://bit.ly/2ARCLzz",Uncategorized,4,Drowning,2017-11,11/17
44004,Mediterranean,2017-11-29,2017,Nov,3,1,4,2,,,,Drowning,sea,"5 miles south of Tarifa, Cádiz, Spain","Salvamento Marítimo, EFE, El Diario","35.970153678605, -5.603076408984",Western Mediterranean,"http://bit.ly/2k9fLZo, http://bit.ly/2k8VtiE, http://bit.ly/2jwEJxV, http://reut.rs/2iqVm1u",Uncategorized,3,Drowning,2017-11,11/17
44012,Mediterranean,2017-12-04,2017,Dec,1,0,1,35,,1,,Drowning,sea,"Off the coast of Maro, Nerja, Spain","Spanish Red Cross, El Diario, ABC Andalucia","36.684664094550, -3.862161322656",Western Mediterranean,"http://bit.ly/2zWUN2I, http://bit.ly/2AwVEbw, http://bit.ly/2nu4uUC",Uncategorized,4,Drowning,2017-12,12/17
44027,Mediterranean,2017-12-14,2017,Dec,1,0,1,68,,,,Drowning,sea,"5 nautical miles west of Alboran Island, between Spain and Morocco",Salvamento Marítimo,"35.938908600000, -3.180596302148",Western Mediterranean,http://bit.ly/2C5bx8y,Uncategorized,5,Drowning,2017-12,12/17
44091,Mediterranean,2018-01-13,2018,Jan,1,0,1,,,1,,Drowning,sea,"Off the coast of Mostaganem, Algeria",ObservAlgerie,"36.058654404974, 0.061860512109",Western Mediterranean,http://bit.ly/2B25ssT,Uncategorized,1,Drowning,2018-01,01/18
44097,Mediterranean,2018-01-16,2018,Jan,2,0,2,17,1,1,,Drowning,sea,"8 nautical miles off Cap Falcon, Aïn El Turk, wilaya of Oran, Algeria","ObservAlgerie, Algerie Monde Infos","35.852954014280, -0.814755301172",Western Mediterranean,"http://bit.ly/2FNqXRt, http://bit.ly/2DhiGHW, http://bit.ly/2DFeGxQ",Uncategorized,3,Drowning,2018-01,01/18
44103,Mediterranean,2018-01-20,2018,Jan,2,0,2,34,,,,Drowning,sea,"10 miles west of Alboran Island, Spain","Salvamento Marítimo, Caminando Fronteras, eldiario.es, Público","35.940576396122, -3.121201465723",Western Mediterranean,"http://bit.ly/2DX0hx7, http://bit.ly/2DwuI0a, http://bit.ly/2BjAD2P, http://bit.ly/2DuEMXx",Uncategorized,5,Drowning,2018-01,01/18
44113,Mediterranean,2018-01-26,2018,Jan,2,0,2,,1,1,,Drowning,sea,"Unspecified location off the coast of Mostaganem and Abdelmalek Ramdan, Algeria",IOM Algeria,"36.280790301064, 0.094711585937",Western Mediterranean,"",Uncategorized,4,Drowning,2018-01,01/18
44384,Mediterranean,2018-02-03,2018,Feb,21,26,47,1,8,31,5,Drowning,sea,"Near Cabo Tres Forcas, 4 miles off the coast of Melilla, Spain","Caminando Fronteras, El Diario","35.583186593035, -2.795275034375",Western Mediterranean,"http://bit.ly/2s649d3, http://bit.ly/2EIKDpQ, http://bit.ly/2nGZDgv, http://bit.ly/2DuqHob",Uncategorized,3,Drowning,2018-02,02/18
